net.minecraft.GameVersion,net.minecraft.util.MinecraftVersion
net.minecraft.client.gui.GuiScreenAddServer,net.minecraft.client.gui.screen.AddServerScreen
net.minecraft.client.gui.GuiScreenAlert,net.minecraft.client.gui.screen.AlertScreen
net.minecraft.client.gui.GuiScreenDemo,net.minecraft.client.gui.screen.DemoScreen
net.minecraft.client.gui.GuiScreenOptionsSounds,net.minecraft.client.gui.screen.OptionsSoundsScreen
net.minecraft.client.gui.GuiScreenResourcePacks,net.minecraft.client.gui.screen.ResourcePacksScreen
net.minecraft.client.gui.GuiScreenServerList,net.minecraft.client.gui.screen.ServerListScreen
net.minecraft.client.gui.GuiScreenWorking,net.minecraft.client.gui.screen.WorkingScreen
net.minecraft.client.gui.GuiShareToLan,net.minecraft.client.gui.screen.ShareToLanScreen
net.minecraft.client.gui.GuiSleepMP,net.minecraft.client.gui.screen.SleepInMultiplayerScreen
net.minecraft.client.gui.GuiSlot,net.minecraft.client.gui.SlotGui
net.minecraft.client.gui.GuiSmoker,net.minecraft.client.gui.screen.inventory.SmokerScreen
net.minecraft.client.gui.GuiSmokerRecipeBook,net.minecraft.client.gui.recipebook.SmokerRecipeGui
net.minecraft.client.gui.GuiSoundSlider,net.minecraft.client.gui.widget.SoundSlider
net.minecraft.client.gui.GuiSpectator,net.minecraft.client.gui.SpectatorGui
net.minecraft.client.gui.GuiStonecutter,net.minecraft.client.gui.screen.inventory.StonecutterScreen
net.minecraft.client.gui.GuiSubtitleOverlay,net.minecraft.client.gui.overlay.SubtitleOverlayGui
net.minecraft.client.gui.GuiSubtitleOverlay.Subtitle,net.minecraft.client.gui.overlay.SubtitleOverlayGui.Subtitle
net.minecraft.client.gui.GuiTextField,net.minecraft.client.gui.widget.TextFieldWidget
net.minecraft.client.gui.GuiUtilRenderComponents,net.minecraft.client.gui.RenderComponentsUtil
net.minecraft.client.gui.GuiVideoSettings,net.minecraft.client.gui.screen.VideoSettingsScreen
net.minecraft.client.gui.GuiWinGame,net.minecraft.client.gui.screen.WinGameScreen
net.minecraft.client.gui.GuiWorldEdit,net.minecraft.client.gui.screen.EditWorldScreen
net.minecraft.client.gui.GuiWorldLoadProgress,net.minecraft.client.gui.screen.WorldLoadProgressScreen
net.minecraft.client.gui.GuiWorldSelection,net.minecraft.client.gui.screen.WorldSelectionScreen
net.minecraft.client.gui.GuiYesNo,net.minecraft.client.gui.screen.ConfirmScreen
net.minecraft.client.gui.ScreenChatOptions,net.minecraft.client.gui.screen.ChatOptionsScreen
net.minecraft.client.gui.ServerListEntryLanDetected,net.minecraft.client.gui.screen.ServerSelectionList.LanDetectedEntry
net.minecraft.client.gui.ServerListEntryLanScan,net.minecraft.client.gui.screen.ServerSelectionList.LanScanEntry
net.minecraft.client.gui.ServerListEntryNormal,net.minecraft.client.gui.screen.ServerSelectionList.NormalEntry
net.minecraft.client.gui.ServerSelectionList,net.minecraft.client.gui.screen.ServerSelectionList
net.minecraft.client.gui.ServerSelectionList.Entry,net.minecraft.client.gui.screen.ServerSelectionList.Entry
net.minecraft.client.gui.achievement.GuiStats,net.minecraft.client.gui.screen.StatsScreen
net.minecraft.client.gui.achievement.GuiStats.StatsGeneral,net.minecraft.client.gui.screen.StatsScreen.CustomStatsList
net.minecraft.client.gui.achievement.GuiStats.StatsGeneral.StatEntry,net.minecraft.client.gui.screen.StatsScreen.CustomStatsList.Entry
net.minecraft.client.gui.achievement.GuiStats.StatsItem,net.minecraft.client.gui.screen.StatsScreen.StatsList
net.minecraft.client.gui.achievement.GuiStats.StatsItem.Comparator,net.minecraft.client.gui.screen.StatsScreen.StatsList.Comparator
net.minecraft.client.gui.achievement.GuiStats.StatsItem.StatEntry,net.minecraft.client.gui.screen.StatsScreen.StatsList.Entry
net.minecraft.client.gui.achievement.GuiStats.StatsMobsList,net.minecraft.client.gui.screen.StatsScreen.MobStatsList
net.minecraft.client.gui.achievement.GuiStats.StatsMobsList.StatEntry,net.minecraft.client.gui.screen.StatsScreen.MobStatsList.Entry
net.minecraft.client.gui.advancements.GuiAdvancement,net.minecraft.client.gui.advancements.AdvancementEntryGui
net.minecraft.client.gui.advancements.GuiAdvancementTab,net.minecraft.client.gui.advancements.AdvancementTabGui
net.minecraft.client.gui.advancements.GuiScreenAdvancements,net.minecraft.client.gui.advancements.AdvancementsScreen
net.minecraft.client.gui.fonts.providers.TextureGlyphProviderUnicode,net.minecraft.client.gui.fonts.providers.UnicodeTextureGlyphProvider
net.minecraft.client.gui.fonts.providers.TextureGlyphProviderUnicode.Factory,net.minecraft.client.gui.fonts.providers.UnicodeTextureGlyphProvider.Factory
net.minecraft.client.gui.fonts.providers.TextureGlyphProviderUnicode.GlpyhInfo,net.minecraft.client.gui.fonts.providers.UnicodeTextureGlyphProvider.GlpyhInfo
net.minecraft.client.gui.inventory.CreativeCrafting,net.minecraft.client.gui.screen.inventory.CreativeCraftingListener
net.minecraft.client.gui.inventory.GuiBeacon,net.minecraft.client.gui.screen.inventory.BeaconScreen
net.minecraft.client.gui.inventory.GuiBeacon.Button,net.minecraft.client.gui.screen.inventory.BeaconScreen.Button
net.minecraft.client.gui.inventory.GuiBeacon.CancelButton,net.minecraft.client.gui.screen.inventory.BeaconScreen.CancelButton
net.minecraft.client.gui.inventory.GuiBeacon.ConfirmButton,net.minecraft.client.gui.screen.inventory.BeaconScreen.ConfirmButton
net.minecraft.client.gui.inventory.GuiBeacon.PowerButton,net.minecraft.client.gui.screen.inventory.BeaconScreen.PowerButton
net.minecraft.client.gui.inventory.GuiBeacon.SpriteButton,net.minecraft.client.gui.screen.inventory.BeaconScreen.SpriteButton
net.minecraft.client.gui.inventory.GuiBrewingStand,net.minecraft.client.gui.screen.inventory.BrewingStandScreen
net.minecraft.client.gui.inventory.GuiChest,net.minecraft.client.gui.screen.inventory.ChestScreen
net.minecraft.client.gui.inventory.GuiContainer,net.minecraft.client.gui.screen.inventory.ContainerScreen
net.minecraft.client.gui.inventory.GuiContainerCreative,net.minecraft.client.gui.screen.inventory.CreativeScreen
net.minecraft.client.gui.inventory.GuiContainerCreative.ContainerCreative,net.minecraft.client.gui.screen.inventory.CreativeScreen.CreativeContainer
net.minecraft.client.gui.inventory.GuiContainerCreative.CreativeSlot,net.minecraft.client.gui.screen.inventory.CreativeScreen.CreativeSlot
net.minecraft.client.gui.inventory.GuiContainerCreative.LockedSlot,net.minecraft.client.gui.screen.inventory.CreativeScreen.LockedSlot
net.minecraft.client.gui.inventory.GuiCrafting,net.minecraft.client.gui.screen.inventory.CraftingScreen
net.minecraft.client.gui.inventory.GuiDispenser,net.minecraft.client.gui.screen.inventory.DispenserScreen
net.minecraft.client.gui.inventory.GuiEditSign,net.minecraft.client.gui.screen.EditSignScreen
net.minecraft.client.gui.inventory.GuiEditStructure,net.minecraft.client.gui.screen.EditStructureScreen
net.minecraft.client.gui.inventory.GuiFurnace,net.minecraft.client.gui.screen.inventory.FurnaceScreen
net.minecraft.client.gui.inventory.GuiInventory,net.minecraft.client.gui.screen.inventory.InventoryScreen
net.minecraft.client.gui.inventory.GuiScreenHorseInventory,net.minecraft.client.gui.screen.inventory.HorseInventoryScreen
net.minecraft.client.gui.inventory.GuiShulkerBox,net.minecraft.client.gui.screen.inventory.ShulkerBoxScreen
net.minecraft.client.gui.recipebook.GuiButtonRecipe,net.minecraft.client.gui.recipebook.RecipeWidget
net.minecraft.client.gui.recipebook.GuiButtonRecipeTab,net.minecraft.client.gui.recipebook.RecipeTabToggleWidget
net.minecraft.client.gui.recipebook.GuiFurnaceRecipeBook,net.minecraft.client.gui.recipebook.FurnaceRecipeGui
net.minecraft.client.gui.recipebook.GuiRecipeBook,net.minecraft.client.gui.recipebook.RecipeBookGui
net.minecraft.client.gui.recipebook.GuiRecipeOverlay,net.minecraft.client.gui.recipebook.RecipeOverlayGui
net.minecraft.client.gui.recipebook.GuiRecipeOverlay.Button,net.minecraft.client.gui.recipebook.RecipeOverlayGui.RecipeButtonWidget
net.minecraft.client.gui.recipebook.GuiRecipeOverlay.Button.Child,net.minecraft.client.gui.recipebook.RecipeOverlayGui.RecipeButtonWidget.Child
net.minecraft.client.gui.recipebook.GuiRecipeOverlay.FurnaceButton,net.minecraft.client.gui.recipebook.RecipeOverlayGui.FurnaceRecipeButtonWidget
net.minecraft.client.gui.toasts.GuiToast,net.minecraft.client.gui.toasts.ToastGui
net.minecraft.client.gui.toasts.GuiToast.ToastInstance,net.minecraft.client.gui.toasts.ToastGui.ToastInstance
net.minecraft.client.main.GameConfiguration,net.minecraft.client.GameConfiguration
net.minecraft.client.main.GameConfiguration.FolderInformation,net.minecraft.client.GameConfiguration.FolderInformation
net.minecraft.client.main.GameConfiguration.GameInformation,net.minecraft.client.GameConfiguration.GameInformation
net.minecraft.client.main.GameConfiguration.ServerInformation,net.minecraft.client.GameConfiguration.ServerInformation
net.minecraft.client.main.GameConfiguration.UserInformation,net.minecraft.client.GameConfiguration.UserInformation
net.minecraft.client.multiplayer.ChunkProviderClient,net.minecraft.client.multiplayer.ClientChunkProvider
net.minecraft.client.multiplayer.ChunkProviderClient.ChunkArray,net.minecraft.client.multiplayer.ClientChunkProvider.ChunkArray
net.minecraft.client.multiplayer.PlayerControllerMP,net.minecraft.client.multiplayer.PlayerController
net.minecraft.client.multiplayer.ThreadLanServerPing,net.minecraft.client.multiplayer.LanServerPingThread
net.minecraft.client.multiplayer.WorldClient,net.minecraft.client.world.ClientWorld
net.minecraft.client.network.LanServerDetector.ThreadLanServerFind,net.minecraft.client.network.LanServerDetector.LanServerFindThread
net.minecraft.client.network.NetHandlerHandshakeMemory,net.minecraft.client.network.handshake.ClientHandshakeNetHandler
net.minecraft.client.network.NetHandlerLoginClient,net.minecraft.client.network.login.ClientLoginNetHandler
net.minecraft.client.network.NetHandlerPlayClient,net.minecraft.client.network.play.ClientPlayNetHandler
net.minecraft.client.network.NetworkPlayerInfo,net.minecraft.client.network.play.NetworkPlayerInfo
net.minecraft.client.particle.AnimatedSprite,net.minecraft.client.particle.IAnimatedSprite
net.minecraft.client.particle.Barrier,net.minecraft.client.particle.BarrierParticle
net.minecraft.client.particle.Barrier.Factory,net.minecraft.client.particle.BarrierParticle.Factory
net.minecraft.client.particle.Particle,net.minecraft.client.particle.Particle
net.minecraft.client.particle.ParticleBreaking,net.minecraft.client.particle.BreakingParticle
net.minecraft.client.particle.ParticleBreaking.Factory,net.minecraft.client.particle.BreakingParticle.Factory
net.minecraft.client.particle.ParticleBreaking.SlimeFactory,net.minecraft.client.particle.BreakingParticle.SlimeFactory
net.minecraft.client.particle.ParticleBreaking.SnowballFactory,net.minecraft.client.particle.BreakingParticle.SnowballFactory
net.minecraft.client.particle.ParticleBubble,net.minecraft.client.particle.BubbleParticle
net.minecraft.client.particle.ParticleBubble.Factory,net.minecraft.client.particle.BubbleParticle.Factory
net.minecraft.client.particle.ParticleBubbleColumnUp,net.minecraft.client.particle.BubbleColumnUpParticle
net.minecraft.client.particle.ParticleBubbleColumnUp.Factory,net.minecraft.client.particle.BubbleColumnUpParticle.Factory
net.minecraft.client.particle.ParticleBubblePop,net.minecraft.client.particle.BubblePopParticle
net.minecraft.client.particle.ParticleBubblePop.Factory,net.minecraft.client.particle.BubblePopParticle.Factory
net.minecraft.client.particle.ParticleCampfire,net.minecraft.client.particle.CampfireParticle
net.minecraft.client.particle.ParticleCampfire.CozySmokeFactory,net.minecraft.client.particle.CampfireParticle.CozySmokeFactory
net.minecraft.client.particle.ParticleCampfire.SignalSmokeFactory,net.minecraft.client.particle.CampfireParticle.SignalSmokeFactory
net.minecraft.client.particle.ParticleCloud,net.minecraft.client.particle.CloudParticle
net.minecraft.client.particle.ParticleCloud.Factory,net.minecraft.client.particle.CloudParticle.Factory
net.minecraft.client.particle.ParticleCloud.SneezeFactory,net.minecraft.client.particle.CloudParticle.SneezeFactory
net.minecraft.client.particle.ParticleCrit,net.minecraft.client.particle.CritParticle
net.minecraft.client.particle.ParticleCrit.DamageIndicatorFactory,net.minecraft.client.particle.CritParticle.DamageIndicatorFactory
net.minecraft.client.particle.ParticleCrit.Factory,net.minecraft.client.particle.CritParticle.Factory
net.minecraft.client.particle.ParticleCrit.MagicFactory,net.minecraft.client.particle.CritParticle.MagicFactory
net.minecraft.client.particle.ParticleCurrentDown,net.minecraft.client.particle.CurrentDownParticle
net.minecraft.client.particle.ParticleCurrentDown.Factory,net.minecraft.client.particle.CurrentDownParticle.Factory
net.minecraft.client.particle.ParticleDigging,net.minecraft.client.particle.DiggingParticle
net.minecraft.client.particle.ParticleDigging.Factory,net.minecraft.client.particle.DiggingParticle.Factory
net.minecraft.client.particle.ParticleDragonBreath,net.minecraft.client.particle.DragonBreathParticle
net.minecraft.client.particle.ParticleDragonBreath.Factory,net.minecraft.client.particle.DragonBreathParticle.Factory
net.minecraft.client.particle.ParticleDrip,net.minecraft.client.particle.DripParticle
net.minecraft.client.particle.ParticleDrip.Dripping,net.minecraft.client.particle.DripParticle.Dripping
net.minecraft.client.particle.ParticleDrip.DrippingLava,net.minecraft.client.particle.DripParticle.DrippingLava
net.minecraft.client.particle.ParticleDrip.DrippingLavaFactory,net.minecraft.client.particle.DripParticle.DrippingLavaFactory
net.minecraft.client.particle.ParticleDrip.DrippingWaterFactory,net.minecraft.client.particle.DripParticle.DrippingWaterFactory
net.minecraft.client.particle.ParticleDrip.Falling,net.minecraft.client.particle.DripParticle.Falling
net.minecraft.client.particle.ParticleDrip.FallingLavaFactory,net.minecraft.client.particle.DripParticle.FallingLavaFactory
net.minecraft.client.particle.ParticleDrip.FallingWaterFactory,net.minecraft.client.particle.DripParticle.FallingWaterFactory
net.minecraft.client.particle.ParticleDrip.Landing,net.minecraft.client.particle.DripParticle.Landing
net.minecraft.client.particle.ParticleDrip.LandingLavaFactory,net.minecraft.client.particle.DripParticle.LandingLavaFactory
net.minecraft.client.particle.ParticleEmitter,net.minecraft.client.particle.EmitterParticle
net.minecraft.client.particle.ParticleEnchantmentTable,net.minecraft.client.particle.EnchantmentTableParticle
net.minecraft.client.particle.ParticleEnchantmentTable.EnchantmentTable,net.minecraft.client.particle.EnchantmentTableParticle.EnchantmentTable
net.minecraft.client.particle.ParticleEnchantmentTable.NautilusFactory,net.minecraft.client.particle.EnchantmentTableParticle.NautilusFactory
net.minecraft.client.particle.ParticleEndRod,net.minecraft.client.particle.EndRodParticle
net.minecraft.client.particle.ParticleEndRod.Factory,net.minecraft.client.particle.EndRodParticle.Factory
net.minecraft.client.particle.ParticleExplosion,net.minecraft.client.particle.PoofParticle
net.minecraft.client.particle.ParticleExplosion.Factory,net.minecraft.client.particle.PoofParticle.Factory
net.minecraft.client.particle.ParticleExplosionHuge,net.minecraft.client.particle.HugeExplosionParticle
net.minecraft.client.particle.ParticleExplosionHuge.Factory,net.minecraft.client.particle.HugeExplosionParticle.Factory
net.minecraft.client.particle.ParticleExplosionLarge,net.minecraft.client.particle.LargeExplosionParticle
net.minecraft.client.particle.ParticleExplosionLarge.Factory,net.minecraft.client.particle.LargeExplosionParticle.Factory
net.minecraft.client.particle.ParticleFallingDust,net.minecraft.client.particle.FallingDustParticle
net.minecraft.client.particle.ParticleFallingDust.Factory,net.minecraft.client.particle.FallingDustParticle.Factory
net.minecraft.client.particle.ParticleFirework,net.minecraft.client.particle.FireworkParticle
net.minecraft.client.particle.ParticleFirework.Overlay,net.minecraft.client.particle.FireworkParticle.Overlay
net.minecraft.client.particle.ParticleFirework.OverlayFactory,net.minecraft.client.particle.FireworkParticle.OverlayFactory
net.minecraft.client.particle.ParticleFirework.Spark,net.minecraft.client.particle.FireworkParticle.Spark
net.minecraft.client.particle.ParticleFirework.SparkFactory,net.minecraft.client.particle.FireworkParticle.SparkFactory
net.minecraft.client.particle.ParticleFirework.Starter,net.minecraft.client.particle.FireworkParticle.Starter
net.minecraft.client.particle.ParticleFlame,net.minecraft.client.particle.FlameParticle
net.minecraft.client.particle.ParticleFlame.Factory,net.minecraft.client.particle.FlameParticle.Factory
net.minecraft.client.particle.ParticleHeart,net.minecraft.client.particle.HeartParticle
net.minecraft.client.particle.ParticleHeart.AngryVillagerFactory,net.minecraft.client.particle.HeartParticle.AngryVillagerFactory
net.minecraft.client.particle.ParticleHeart.Factory,net.minecraft.client.particle.HeartParticle.Factory
net.minecraft.client.particle.ParticleItemPickup,net.minecraft.client.particle.ItemPickupParticle
net.minecraft.client.particle.ParticleLava,net.minecraft.client.particle.LavaParticle
net.minecraft.client.particle.ParticleLava.Factory,net.minecraft.client.particle.LavaParticle.Factory
net.minecraft.client.particle.ParticleManager.ParticleMetaFactory,net.minecraft.client.particle.ParticleManager.IParticleMetaFactory
net.minecraft.client.particle.ParticleMeta,net.minecraft.client.particle.MetaParticle
net.minecraft.client.particle.ParticleMobAppearance,net.minecraft.client.particle.MobAppearanceParticle
net.minecraft.client.particle.ParticleMobAppearance.Factory,net.minecraft.client.particle.MobAppearanceParticle.Factory
